title,abstract,year,citationCount,url,paperId,authors,Source,have new datapoint,Notes
Rhodnius prolixus Hemolymph Immuno-Physiology: Deciphering the Systemic Immune Response Triggered by Trypanosoma cruzi Establishment in the Vector Using Quantitative Proteomics,"Understanding the development of Trypanosoma cruzi within the triatomine vector at the molecular level should provide novel targets for interrupting parasitic life cycle and affect vectorial competence. The aim of the current study is to provide new insights into triatomines immunology through the characterization of the hemolymph proteome of Rhodnius prolixus, a major Chagas disease vector, in order to gain an overview of its immune physiology. Surprisingly, proteomics investigation of the immunomodulation of T. cruzi-infected blood reveals that the parasite triggers an early systemic response in the hemolymph. The analysis of the expression profiles of hemolymph proteins from 6 h to 24 h allowed the identification of a broad range of immune proteins expressed already in the early hours post-blood-feeding regardless of the presence of the parasite, ready to mount a rapid response exemplified by the significant phenol oxidase activation. Nevertheless, we have also observed a remarkable induction of the immune response triggered by an rpPGRP-LC and the overexpression of defensins 6 h post-T. cruzi infection. Moreover, we have identified novel proteins with immune properties such as the putative c1q-like protein and the immunoglobulin I-set domain-containing protein, which have never been described in triatomines and could play a role in T. cruzi recognition. Twelve proteins with unknown function are modulated by the presence of T. cruzi in the hemolymph. Determining the function of these parasite-induced proteins represents an exciting challenge for increasing our knowledge about the diversity of the immune response from the universal one studied in holometabolous insects. This will provide us with clear answers for misunderstood mechanisms in host–parasite interaction, leading to the development of new generation strategies to control vector populations and pathogen transmission.",2022,2,https://www.semanticscholar.org/paper/66d71903ebaff7439786d69437bf238c532debda,66d71903ebaff7439786d69437bf238c532debda,"Radouane Ouali, Larissa Rezende Vieira, D. Salmon, Sabrina Bousbata",Semantic Scholar,No,Brazil
"Genetic diversity of Trypanosoma cruzi strains isolated from chronic chagasic patients and non-human hosts in the state of São Paulo, Brazil","BACKGROUND Trypanosoma cruzi shows an exuberant genetic diversity. Currently, seven phylogenetic lineages, called discrete typing units (DTUs), are recognised: TcI-TcVI and Tcbat. Despite advances in studies on T. cruzi and its populations, there is no consensus regarding its heterogeneity. OBJECTIVES This study aimed to perform molecular characterisation of T. cruzi strains, isolated in the state of São Paulo, to identify the DTUs involved and evaluate their genetic diversity. METHODS T. cruzi strains were isolated from biological samples of chronic chagasic patients, marsupials and triatomines through culture techniques and subjected to molecular characterisation using the fluorescent fragment length barcoding (FFLB) technique. Subsequently, the results were correlated with complementary information to enable better discrimination between the identified DTUs. FINDINGS It was possible to identify TcI in two humans and two triatomines; TcII/VI in 19 humans, two marsupials and one triatomine; and TcIII in one human host, an individual that also presented a result for TcI, which indicated the possibility of a mixed infection. Regarding the strains characterised by the TcII/VI profile, the correlation with complementary information allowed to suggest that, in general, these parasite populations indeed correspond to the TcII genotype. MAIN CONCLUSIONS The TcII/VI profile, associated with domestic cycles and patients with chronic Chagas disease, was the most prevalent among the identified DTUs. Furthermore, the correlation of the study results with complementary information made it possible to suggest that TcII is the predominant lineage of this work.",2022,1,https://www.semanticscholar.org/paper/7c1f5d8ba5aac383c7d9bb9a134b3905fab1342e,7c1f5d8ba5aac383c7d9bb9a134b3905fab1342e,"Thiago Kury Moreno de Souza, E. V. N. Westphalen, Sansão da Rocha Westphalen, H. H. Taniguchi, Carlos Roberto Elias, G. Motoie, Ricardo Gava, V. Pereira‐Chioccola, Christina T G Novaes, N. B. Carvalho, E. Bocchi, F. Cruz, M. Rocha, S. Shinjo, M. Shikanai-Yasuda, P. A. Ortiz, M. M. Teixeira, J. E. Tolezano",Semantic Scholar,No,Brazil
"Trypanosoma cruzi and Chagas disease: diversity, progress and challenges","Diversity The wide-ranging diversity of T. cruzi, the agent of Chagas disease, became clear when multilocus enzyme electrophoresis (MLEE) analysis of human genetics was transposed to trypanosomatids, initially to Trypanosoma brucei, and then to T. cruzi. The application of MLEE to a rural area of Brazil, published in 1977, revealed two radically distinct genetic groups of T. cruzi, one associated with domestic transmission by the triatomine Panstrongylus megistus and the other with sylvatic transmission by Triatoma tibiamaculata.(1) Strikingly, comparisons of T. cruzi MLEE diversity in Venezuela, published in 1981, revealed that the principal domestic disease agent in Venezuela corresponded to the prevalent sylvatic T. cruzi in the rural region of Brazil.(2) This led to the hypothesis that different clinical presentations of Chagas disease in Brazil and Venezuela might be associated with the two distinct MLEE ‘zymodemes’ of T. cruzi.(2) As indicated, in the detailed review of Messenger et al.,(3) there followed a series of wide-ranging MLEE analyses of T. cruzi strains, which included the Amazon region (1978,1981,1984) Bolivia (1983, with Michel Tibayrenc), Chile (1984,1987, with Werner Apt), Paraguay (1984), Colombia (1985), Ecuador (1985), Central Brazil (1986). An outcome of this research was the identification and distribution of six different MLEE groups of T. cruzi, as summarised in Table I of the review of Messenger et al.,(3) and with some evidence of hybrid isoenzyme profiles. The advent of multilocus sequence typing (MLST), led to a more robust and direct genetic analysis of T. cruzi isolates. Souto et al.,(4) cited in the Zingales and Bartholomeu review, used MLST to confirm presence of the same two principal genetic groups of T. cruzi that were identified in 1977 by MLEE in Brazil.(1) Brisse et al.,(5) used a combination of MLST targets and confirmed the presence of six principal lineages (or distinct taxonomic units, DTUs), which corresponded with the six groups previously identified by MLEE. The six Brisse DTUs were initially named TcI and TcIIa to TcIIe. However, the initial MLST nomenclature of Brisse et al. did not appropriately represent the relationship between the six lineages. Therefore, TcI to TcVI was suggested as an alternative, with TcV and TcVI recognised as hybrids of TcII and TcIII.(6) This nomenclature was adopted in the 2009 revision meeting organised by Zingales, as cited in the current review. Recently, a seventh DTU has been proposed, similar to TcI. It is conceivable that more DTUs remain to be discovered.",2022,1,https://www.semanticscholar.org/paper/186835ef6460bd63e8abc862852be4f17528f7b1,186835ef6460bd63e8abc862852be4f17528f7b1,M. Miles,Semantic Scholar,No,
"New Cell Lines Derived from Laboratory Colony Triatoma infestans and Rhodnius prolixus, Vectors of Trypanosoma cruzi, Do Not Harbour Triatoma Virus","Simple Summary Arthropod vector cell lines play an important role in research on the biology and control of blood-feeding insects and the diseases they transmit. Kissing bugs of the genera Triatoma and Rhodnius transmit Trypanosoma cruzi, the causative agent of Chagas disease in humans in tropical Latin America. We have developed new cell lines from two of the major vectors of T. cruzi, Triatoma infestans and Rhodnius prolixus, and have shown that they do not harbour any contaminating bacteria or known insect-borne viruses. We propose that the new cell lines may be suitable host cells for Triatoma virus, a natural pathogen of T. infestans that has been proposed as a biocontrol agent but cannot be grown in existing cell lines. The new cell lines may also be used to study interactions between trypanosomes and cells of their vectors. Abstract Triatomine bugs of the genera Triatoma and Rhodnius are vectors of Chagas disease, a neglected tropical disease of humans in South America caused by Trypanosoma cruzi. Triatoma virus (TrV), a natural pathogen of Triatoma infestans, has been proposed as a possible tool for the bio-control of triatomine bugs, but research into this virus has been hampered by a lack of suitable host cells for in vitro propagation. Here we report establishment and partial characterisation of continuous cell lines from embryos of T. infestans (TIE/LULS54) and Rhodnius prolixus (RPE/LULS53 and RPE/LULS57). RNAseq screening by a sequence-independent, single primer amplification approach confirmed the absence of TrV and other RNA viruses known to infect R. prolixus, indicating that these new cell lines could be used for propagation of TrV.",2022,0,https://www.semanticscholar.org/paper/07d1925291f47ef37025ec59ffa7396fcbd9042f,07d1925291f47ef37025ec59ffa7396fcbd9042f,"Rebekah Penrice-Randal, Catherine Hartley, A. Beliavskaia, Xiao-Jie Dong, L. Brandner-Garrod, M. Whitten, L. Bell-Sakyi",Semantic Scholar,No,
"Trypanosoma cruzi and Trypanosoma rangeli in Acre, Brazilian Amazonia: Coinfection and Notable Genetic Diversity in an Outbreak of Orally Acquired Acute Chagas Disease in a Forest Community, Wild Reservoirs, and Vectors","Acute Chagas disease (ACD) caused by Trypanosoma cruzi has emerged as a major food-borne disease in Brazilian Amazonia. For the first time, we characterized an outbreak of orally acquired ACD in Acre, in the forest community of Seringal Miraflores, affecting 13 individuals who shared the pulp of açai palm berries: 11 adults and two children (one newborn), all diagnosed by thick-drop blood smears. The fluorescent fragment length barcoding method, which simultaneously identifies species/genotypes of trypanosomes in blood samples, uncovered an unprecedented genetic diversity in patients from a single outbreak of ACD: T. cruzi TcI in all patients, mostly concomitantly with the non-pathogenic Trypanosoma rangeli of genotypes TrA or TrB, and TcI, TcIV, and TrB in the child. The patients presented persistent fever, asthenia, myalgia, edema of the face and lower limbs, hepatosplenomegaly and, rarely, cardiac arrhythmia. The clinical symptoms were not correlated to gender, age, or to trypanosome species and genotypes. The inferred SSU rRNA phylogenetic analyses of trypanosomes from humans, triatomines and sylvatic hosts included the first sequences of T. cruzi and T. rangeli from humans in southwestern (Acre and Rondônia) Amazonia, and the first TcI/TcIV sequences from Rhodnius spp. from Acre. The sylvatic transmission cycles of genetically different trypanosomes in landscapes changed by deforestation for human settlements and increasing açai production is a novel scenario favoring trypanosome transmission to humans in Acre.",2022,2,https://www.semanticscholar.org/paper/ce87193aed1d1ddc63c0ad131ebfbdb0bdcb79cc,ce87193aed1d1ddc63c0ad131ebfbdb0bdcb79cc,"José Gabriel Vergara-Meza, A. F. Brilhante, V. Valente, Evaristo Villalba-Alemán, P. A. Ortiz, Sueli Cosmiro de Oliveira, Maxdelles Rodrigues Cavalcante, G. R. Julião, Maria Carmelinda Gonçalves Pinto, S. A. Valente, E. Camargo, M. M. Teixeira",Semantic Scholar,No,Brazil
"Profile of natural Trypanosoma cruzi infection among dogs from rural areas of southern Espírito Santo, Brazil","ABSTRACT Background: The emergence of Trypanosoma cruzi infection via oral transmission has a habitual character in its primitive endemic cycle. Recent findings revealed the first death by oral transmission of T. cruzi in the state of Espírito Santo, Brazil, in 2012, which was recorded in the rural area of Guarapari. This study evaluated the characteristics related to the occurrence of natural T. cruzi infection among dogs from the rural areas of Alegre and Iconha, municipalities of Espírito Santo. Methods: Logistic regression analysis of factors contributing to serological detection of T. cruzi in dogs was performed in environments where Espírito Santo’s Department of Health Surveillance had previously notified triatomines positive for Trypanosoma spp. from 2014 to 2017. Results: A total of 36 dogs were analyzed, of which 10 (27.77%) tested positive, one was borderline (2.79%), and 25 tested negative (69.44%) for T. cruzi infection. São Caetano, a district from the Iconha municipality, presented a 25 times greater chance for the detection of positive tests (OR:25; 95% CI; 2.37->100). Dogs with updated mandatory vaccination presented with a lower risk of positive serodiagnosis (OR:0.12; 95% CI: 0.02-0.63). Conclusions: Our results highlight for the first time the occurrence of natural T. cruzi canine infection, detected in the municipality of Iconha, mainly among dogs with un-updated mandatory vaccines in the district of São Caetano.",2022,0,https://www.semanticscholar.org/paper/6969fbef7f4290fa6e759fc20202c397ea9e2f48,6969fbef7f4290fa6e759fc20202c397ea9e2f48,"Beathriz Giostri Pontes, M.C.C. Kuster, Letícia Azeredo de Freitas, W. M. Barbosa, G. Machado-Coelho, M. S. Zanini, M. T. Bahia, Fabiane Matos dos Santos",Semantic Scholar,No,dog
Trypanosoma cruzi Parasite Load Modulates the Circadian Activity Pattern of Triatoma infestans,"Simple Summary We studied the locomotor activity of one of the kissing bug species that transmit the Chagas disease-causing parasite in humans, which usually bites during the night. To date, no other reports researching its behavior take into account the amount of parasites inside the kissing bug; however, some studies have demonstrated that the presence of parasites modifies the activity of some kissing bug species. We recorded their movements in light and dark conditions after part of the insects fed on mammals that had the parasite and others fed on those that did not have the parasite. Later, their amounts of parasites were quantified. We found that, compared with insects with no parasites, kissing bugs with higher parasite amounts increase the number of times they move and the distance they travel, especially during daylight hours. This could imply that the insect increases its time searching for a food source when it is infected with a higher number of parasites, and this could increase the risk of transmission of the parasite to people by the kissing bug. Abstract American trypanosomiasis is a disease caused by the flagellate protozoan Trypanosoma cruzi, which is transmitted mainly in endemic areas by blood-sucking triatomine vectors. Triatoma infestans is the most important vector in the southern cone of South America, exhibiting a nocturnal host-seeking behavior. It has been previously documented that the parasite produces changes in some triatomine species, but this is the first time that the behavior of a vector has been evaluated in relation to its parasite load. After comparing the movement events and distance traveled of infected and non-infected T. infestans, we evaluated the change produced by different T. cruzi parasite loads on its circadian locomotor activity. We observed differences between infected and non-infected triatomines, and a significant relation between the parasite load and the increase in locomotor activity of T. infestans, which was accentuated during the photophase. This could have direct implications on the transmission of T. cruzi, as the increased movement and distance traveled could enhance the contact of the vector with the host, while increasing the predation risk for the vector, which could both constitute a risk for vectorial and oral transmission to mammals.",2022,7,https://www.semanticscholar.org/paper/24e6cd8a4176ab10a4db939436c52ebca2bd00cb,24e6cd8a4176ab10a4db939436c52ebca2bd00cb,"F. Chacón, C. Muñoz-San Martín, A. Bacigalupo, Bárbara Álvarez-Duhart, R. Solís, Pedro E. Cattan",Semantic Scholar,No,specimens obtained from lab
American triatomine species occurrences: updates and novelties in the DataTri database,"The causative agent of Chagas disease (Trypanosoma cruzi) is transmitted to mammals, including humans, mainly by insect vectors of the subfamily Triatominae (Hemiptera: Reduviidae). Also known as “kissing bugs”, the subfamily currently includes 157 validated species (154 extant and three extinct), in 18 genera and five tribes. Here, we present a subdataset (7852 records) of American triatomine occurrences; an update to the most complete and integrated database available to date at a continental scale. New georeferenced records were obtained from a systematic review of published literature and colleague-provided data. New data correspond to 101 species and 14 genera from 22 American countries between 1935 and 2022. The most important novelties refer to (i) the inclusion of new species, (ii) synonymies and formal transferals of species, and (iii) temporal and geographical species records updates. These data will be a useful contribution to entomological surveillance implicated in Chagas disease.",2022,7,https://www.semanticscholar.org/paper/609740b39da6beaaba4bc4d1001fabb07fce3175,609740b39da6beaaba4bc4d1001fabb07fce3175,"Soledad Ceccarelli, A. Balsalobre, M. E. Vicente, R. Curtis-Robles, S. Hamer, José Manuel Ayala Landa, J. Rabinovich, G. Marti",Semantic Scholar,Yes,This is the new America database we use!!
"Southwestern national park service employee risk, knowledge, and concern for triatomine exposure: A qualitative analysis using a novel knowledge, attitudes, and practices survey","Chagas disease (CD), caused by the parasite Trypanosoma cruzi, is a neglected parasitic infection in the United States (US). In the Southwestern US, National Park Service (NPS) employees are a unique population with potential exposure to CD. This population lives in close contact with several species of sylvatic triatomine bugs, the vectors of T. cruzi, that may enter residential buildings at night. Despite the higher potential risk of CD transmission for southwestern NPS employees, the socio-cultural factors that impact autochthonous CD transmission in the US remain unknown. To address this gap, we investigated how NPS employee knowledge and attitudes impact their triatomine preventive behaviors. We distributed a 42-item online questionnaire to NPS employees at four national parks in Arizona and Texas. We detected high self-reported bite exposure in NPS housing, despite moderate- to high-frequency of prevention behaviors. Specific behaviors, such as often or always repairing window screens, were associated with a decreased risk of putative triatomine bug exposure. Additionally, NPS employees had low knowledge of CD. For those with greater knowledge of CD, it was not associated with increased frequency of prevention behavior. We found that increased CD anxiety was associated with increased personal agency to reduce the risk of CD. These results demonstrate the influence of knowledge and attitudes regarding CD on triatomine prevention behavior within a potential high-risk population in the US, and the importance of utilizing strategies beyond provision of education to influence behaviors.",2022,2,https://www.semanticscholar.org/paper/73f6e701cf4b79b5902c50c09d9af53efb2e46d6,73f6e701cf4b79b5902c50c09d9af53efb2e46d6,"Antonio Alvarado, Emily M. Mader, D. Buttke, L. Harrington",Semantic Scholar,No,
The Neglected Virome of Triatomine Insects,"The Triatominae subfamily (Reduviidae) harbors some hematophagous insect species that have been firmly connected to the transmission of Trypanosoma cruzi, the causative agent of Chagas disease. Triatomines not only host and transmit trypanosomatids, but also coexist with a variety of symbiotic microorganisms that generally reside in the insect’s intestinal flora. The microbiome has profound effects on the physiology, immunity, fitness and survival of animals and plants. The interaction between triatomines and bacteria has been investigated to some extent and has revealed important bacteria symbionts. In contrast, the range of viral species that can infect triatomine insects is almost completely unknown. In some cases, genomic and metatranscriptomic approaches have uncovered sequences related to possible viral genomes, but, to date, only eight positive single-strand RNA viruses, namely Triatoma virus and Rhodnius prolixus viruses 1 - 7 have been investigated in more detail. Here, we review the literature available on triatomine viruses and the viruses-insect host relationship. The lack of broader metagenomic and metatranscriptomic studies in these medically relevant insects underscores the importance of expanding our knowledge of the triatomine virome both for surveillance purposes as well as to possibly harness their potential for insect vector population control strategies.",2022,1,https://www.semanticscholar.org/paper/d7f12ae8e4c38aa0347c548b70463829ae0dd8cc,d7f12ae8e4c38aa0347c548b70463829ae0dd8cc,"M. Cardoso, T. Brito, Ingrid Alexandre de Abreu Brito, M. Berni, V. Coelho, A. Pane",Semantic Scholar,No,
"Triatomine fauna in the state of Bahia, Brazil: What changed after 40 years of the vector-control program?","ABSTRACT Background: Neglected tropical diseases are a growing threat to global health, and endemic Chagas disease has emerged as one of the most important health problems in America. The main strategy to prevent Trypanosoma cruzi transmission is chemical control of vectors. This study presents a descriptive analysis of synanthropic triatomines before and after the implementation of a vector-control program in Bahia, Brazil. Methods: Descriptive analysis and geospatial statistics were performed on triatomine data, (1) the relative abundance and (2) proportional spatial distribution, from Bahia during two periods: (A) 1957 to 1971 and (B) 2006 to 2019. Results: We observed a decrease in the relative abundance of Panstrongylus megistus (A: n=22.032, 61.9%; B: n=1.842, 1.0%) and Triatoma infestans (A: n=1.310, 3.7%; B: n=763, 0.43%), as well as an increase in the relative abundance of T. sordida (A: n=8.314, 23.4%, B: n=146.901, 81.6%) and T. pseudomaculata (A: n=894, 2.5%, B: n=16.717, 9.3%). Conclusions: Our results indicate a clear reduction in the occurrence of P. megistus and T. infestans (last record in 2015) and an increase in the relative abundance and geographical distribution of T. sordida and T. pseudomaculata after 40 years of the vector-control program. The high frequency of other triatomine species in the municipalities of the state of Bahia and their abundance in recent years highlight the need to reinforce permanent entomological surveillance actions to prevent Chagas disease.",2022,1,https://www.semanticscholar.org/paper/109476c7c3a8fa58cc1dfdbf65e67c75ccaaf2ac,109476c7c3a8fa58cc1dfdbf65e67c75ccaaf2ac,"Gilmar Ribeiro-Jr, R. F. Araújo, Cristiane Medeiros Moraes de Carvalho, G. M. Cunha, F. Lanza, Diego Lopes Paim Miranda, O. D. Sousa, C. G. S. D. Santos, E. O. L. Fonseca, R. Santos, R. B. Reis, R. Gurgel-Gonçalves, M. Reis",Semantic Scholar,No,Brazil
New records of Triatoma huehuetenanguensis in an urban area of Southwest Mexico,"The recently described Triatoma huehuetenanguensis, has been reported in Mexico, Guatemala, Belize and Honduras. In Mexico, the species has been collected primarily in rural areas; it has the potential to colonize human dwellings, however, its contribution to Chagas outbreaks remains unclear. In 2021, T. huehuetenanguensis was first observed at Tuxtla Gutierrez city, Chiapas; then a collection for the species was performed. A total of 308 houses were inspected in the intra and peridomestic structures. Only 3 houses (0.97%) were infested. Triatoma huehuetenangensis was the only triatomine specie recorded and four males were collected. None of the bugs tested positive for Trypanosoma infection. We do not have evidence to suggest that urban human-vector contact still limited, and a possible domestication process is possible. The presence of reservoirs, the vector species and the parasite demonstrate that Tuxtla Gutierrez could be at risk of a Chagas disease outbreak.",2022,2,https://www.semanticscholar.org/paper/84db90e43284856ed5acde66826bf785344bba9a,84db90e43284856ed5acde66826bf785344bba9a,"Carlos Espinosa-Gonzalez, Eduardo Dávalos-Becerril, Fabián Correa-Morales, Cassandra González-Acosta, Royer López-Bello, J. Alvarado-Estrada, Luis Esquinca-Calvo, Claudia García-Gutiérrez, Cinthia Gómez-Maldonado, Eduardo Cuevas-González, César Reyes-Figueroa, Miguel Moreno-García",Semantic Scholar,Yes,
Detection of Trypansoma cruzi in Kissing Bugs (Hemiptera: Reduviidae: Triatominae) Collected Across Oklahoma,"Abstract Trypanosoma cruzi is the causative agent of Chagas disease in humans and dogs in the Americas. Transmission predominantly occurs via the feces of infected kissing bugs (Hemiptera: family Reduviidae; subfamily Triatominae) contaminating bite site wounds or mucous membranes. To better understand Chagas disease entomologic risk in Oklahoma, kissing bugs collected from within the state were tested for T. cruzi DNA. Data including county of insect collection, species and instar, and specific locations where specimens were found were collated. Triatomines were also tested by PCR to potentially identify DNA of vertebrate species on which specimens had recently fed. In total, 110 kissing bugs from 22 counties were tested. All triatomines were identified as Triatoma sanguisuga nymphs or adults, with the exception of one possible T. lecticularia adult. Trypanosoma cruzi DNA was detected in 22 (20%) triatomines from 12 counties spanning the state. The majority of T. cruzi PCR positive kissing bugs were found inside homes or associated structures (i.e., garages, porches). Vertebrate DNA was identified in 27 (24.5%) triatomines, with human DNA detected in 25 (92.6%) of these specimens, and canine and raccoon DNA detected in one specimen each (3.7%).Two specimens tested positive for both T. cruzi and human DNA and one specimen tested positive for both T. cruzi and raccoon DNA. Results from this study indicate that kissing bugs carrying T. cruzi are widespread in Oklahoma, that positive kissing bugs infest homes and associated structures, and that human-vector, canine-vector, and wildlife-vector contact all occur within the state.",2022,2,https://www.semanticscholar.org/paper/204883b0bee4ee82a11079d54bfd3e643caf444d,204883b0bee4ee82a11079d54bfd3e643caf444d,"Kelly E. Allen, Megan W. Lineberry",Semantic Scholar,Yes,"This is a good paper in terms of number of samples collected, and a bad paper in terms of the necessary information included. Their figures don't even have legend, and there is no detailed triatomine collection information attached. They mentioned all the specimens are sanguisuga."
Dynamics of Triatoma infestans populations in the Paraguayan Chaco: Population genetic analysis of household reinfestation following vector control,"Background Although domestic infestations by Triatoma infestans have been successfully controlled across Latin America, in areas of the Gran Chaco region, recurrent post-spraying house colonization continues to be a significant challenge, jeopardizing Chagas disease vector control and maintaining active Trypanosoma cruzi transmission. Methodology/Principal findings To investigate the dynamics of triatomine reinfestation in a rural area of the Paraguayan Chaco, genetic characterization (based on 10 microsatellite loci and cytochrome B sequence polymorphisms) was performed on baseline and reinfestant T. infestans (n = 138) from four indigenous communities and adjacent sylvatic sites. House quality and basic economic activities were assessed across the four communities. Significant genetic differentiation was detected among all baseline triatomine populations. Faster reinfestation was observed in the communities with higher infestation rates pre-spraying. Baseline and reinfestant populations from the same communities were not genetically different, but two potentially distinct processes of reinfestation were evident. In Campo Largo, the reinfestant population was likely founded by domestic survivor foci, with reduced genetic diversity relative to the baseline population. However, in 12 de Junio, reinfestant bugs were likely derived from different sources, including survivors from the pre-spraying population and sympatric sylvatic bugs, indicative of gene-flow between these habitats, likely driven by high human mobility and economic activities in adjacent sylvatic areas. Conclusions/Significance Our results demonstrate that sylvatic T. infestans threatens vector control strategies, either as a reinfestation source or by providing a temporary refuge during insecticide spraying. Passive anthropogenic importation of T. infestans and active human interactions with neighboring forested areas also played a role in recolonization. Optimization of spraying, integrated community development and close monitoring of sylvatic areas should be considered when implementing vector control activities in the Gran Chaco.",2022,9,https://www.semanticscholar.org/paper/553957670d3a4e7963c311532fa3ec412a431a6b,553957670d3a4e7963c311532fa3ec412a431a6b,"A. Rojas de Arias, L. Messenger, Míriam Rolón, M. C. Vega, N. Acosta, Cesia Villalba, P. Marcet",Semantic Scholar,No,Paraguayan
"Characteristics and Adverse Events of Patients for Whom Nifurtimox Was Released Through CDC-Sponsored Investigational New Drug Program for Treatment of Chagas Disease — United States, 2001–2021","Chagas disease, or American trypanosomiasis, is caused by the parasite Trypanosoma cruzi. Chagas disease is endemic in rural areas of Latin America, but T. cruzi, triatomine vectors, infected mammalian reservoir hosts, and rare cases of autochthonous vector borne transmission have been reported in the United States (1). Possible modes of transmission include the following: vector borne via skin or mucosal contact with feces of infected triatomine bugs, congenital, blood transfusion, organ transplantation, or laboratory accident. Chagas disease can be treated with benznidazole (commercially available since May 14, 2018) or nifurtimox (2). Before January 25, 2021, nifurtimox (Lampit) had been exclusively available through CDC under an Institutional Review Board-approved Investigational New Drug (IND) treatment protocol, at which time it became reasonably accessible to health care providers outside of the program. This report summarizes CDC Drug Service reports for selected characteristics of and adverse events reported by 336 patients for whom nifurtimox was requested under the CDC IND program during January 1, 2001-January 25, 2021. Of the 336 patients, 34.2% resided in California. Median age of patients was 37 years (range = 1-78 years). Most patients were aged ≥18 (91.8%; 305 of 332) and Hispanic (93.2%; 290 of 311). Among the patients with available information, 91.4% (222 of 243) reported an adverse event. Among those with information about the severity of their adverse events, 20.5% reported a severe event. On August 7, 2020, the Food and Drug Administration (FDA) announced approval of a nifurtimox product, Lampit (Bayer), for treatment of Chagas disease in patients aged <18 years weighing ≥5.5 lbs (≥2.5 kg). Lampit became commercially available during October 2020. Physicians should take frequency of adverse events into consideration when prescribing nifurtimox and counseling patients.",2022,7,https://www.semanticscholar.org/paper/a55ede925b8e264e30ae1c99a141387a3f839976,a55ede925b8e264e30ae1c99a141387a3f839976,"Andrew Abbott, S. Montgomery, R. Chancey",Semantic Scholar,No,
Cytochrome P450 Genes of the CYP4 Clan and Pyrethroid Resistance in Chagas Disease Vectors,"Triatomine insects are vectors of the protozoan Trypanosoma cruzi, the causative agent of Chagas disease. Although residual pyrethroid spraying has been a successful vector control strategy for many years, a growing number of pyrethroid-resistance foci is being documented, mainly in Triatoma infestans, that led to failures in vector elimination. Insecticide resistance is a multifactorial phenomenon that often implies a combination of three different mechanisms: increased insecticide detoxification, reduced affinity of the site of action, and reduced insecticide penetration through the cuticle. All three mechanisms were reported in pyrethroid-resistant T. infestans. Cytochrome P450s are enzymes involved in the metabolism of xenobiotics and endogenous chemicals. They are encoded by CYP genes and classified into different families and clans. In triatomines, the CYP4 clan is divided in two families, CYP3093 and CYP4, and both exhibit genome-wide, triatomine-specific gene expansions. Some members from each family have been reported to be involved in two of the mechanisms mentioned above, i.e., they participate in insecticide detoxification in different organs and tissues, and in the synthesis of cuticular hydrocarbons, which ultimately can contribute to a reduced insecticide penetration. The aim of this manuscript is to review the current state of knowledge of P450 genes belonging to the CYP4 clan in triatomines and to highlight their potential role in insecticide resistance.",2022,4,https://www.semanticscholar.org/paper/7f3aa63601d7966526cc51a18e25a46430d337ab,7f3aa63601d7966526cc51a18e25a46430d337ab,"A. Dulbecco, G. Calderón-Fernández, N. Pedrini",Semantic Scholar,No,
Distribution patterns of Triatominae (Hemiptera: Reduviidae) in the Americas: an analysis based on networks and endemicity,"Triatominae, commonly known as kissing bugs, are a group of approximately 150 species of hematophagous reduviids, some of which are vectors of Trypanosoma cruzi, the etiological agent of the Chagas disease. Distributional patterns of triatomines have been studied based on macroecological and historical biogeographic approaches, but the definition of distributional patterns and areas of endemism are yet to be defined based on objective criteria. We used two methods to identify biogeographic units in the Triatominae: the endemicity analysis based on an optimality criterion (NDM/VNDM software) and a network approach aimed to simplify and highlight the underlying structure in species distributions (Infomap Bioregions). Information on species distributions was obtained from a data paper, comprising 21 815 records for 135 triatomine species occurring in the Americas. The resulting areas of each method were clustered using a meta consensus criterion based on dissimilarities and interpreted as recurrent areas. The NDM areas show a nested structure, presenting greater restrictions to the inclusion of species in a given area, requiring broad sympatry. In contrast, bioregions emphasize spatial patterns with better‐delimited areas and species occurrences do not need to be highly congruent. When areas were clustered based on their species composition two clear patterns arose from both methods: (i) areas within the southern Amazon and southeast South America, especially in the Chacoan subregion, formed a cluster, and (ii) areas north of the Amazon, Pacific, Mesoamerica, Mexican transition zone and Nearctic formed another cluster. Moreover, within each of these two clusters, there was a latitudinal gradient of the areas in the Americas showing spatial similarity between the areas found in both methods. Results of both methods show well‐bound areas separating the triatomine fauna in the Brazilian subregions, resulting in the recognition of areas corresponding to the biomes Chaco, Pampa, Cerrado, and Caatinga, and, to a lesser extent, the Atlantic Forest.",2022,4,https://www.semanticscholar.org/paper/f990ddd21499a7358bc3e4fe11d65996dd19f941,f990ddd21499a7358bc3e4fe11d65996dd19f941,"A. Ferrari, Diego Janisch Alvares, Patrícia Maria Buratto, Kim Ribeiro Barão",Semantic Scholar,No,they used datatri (new version is called new American)
