title,authors,url,year,abstract
Gold Nanoshells-Based Lateral Flow Assay for the Detection of Chagas Disease at the Point-of-Care.,"Medina-Rivera, M., W. B. Cardenas, D. Erickson and S. Mehta.",https://bibtri.cepave.edu.ar/download.php?id=19174,2022,"Chagas disease is a neglected parasitic infection and a major public health problem in the Americas. It remains underdiagnosed in theunitedstatesand internationally due to the lack of affordable testing and disparities in healthcare, particularly for those most at risk. We describe a proof-of-concept lateral flow immunoassay employing a recombinant Chagas multiantigen conjugated to gold nanoshells (AuNS) to detect circulating human anti-Chagas IgG antibodies. This is one of the first lateral flow immunoassays to capitalize on the larger surface area of AuNS compared with nanoparticles that can help amplify low-magnitude signals. Results were compared with 42 positive and negative Chagas serum samples, of which a subset of 27 samples was validated against an ELISA (Hemagen). The sensitivity and specificity of our assay were 83% and 95%, respectively. These results suggest that an AuNS-based rapid testing for Chagas disease could facilitate in-field screening/diagnosis with a performance comparable to commercial methods."
Health-Related Quality of Life Reported by Patients With Chagas Disease: A Systematic Review of Qualitative Evidence With GRADE Recommendations.,"Silva, W. T., L. F. Fernandes Oliveira, D. Mendes Xavier, P. H. Scheidt Figueiredo, A. C. Rodrigues Lacerda, V. A. Mendonca, M. Ribeiro Avila, C. L. Ferreira Júnior, M. M. Oliveira Lima, M. F. F. Mediano, M. O. da Costa Rocha and H. Silveira Costa.",https://bibtri.cepave.edu.ar/download.php?id=19176,2022,"Patients with Chagas disease have reduced health-related quality of life (HRQoL). Hence, we aimed to identify the factors that mostly affected their HRQoL. This was a systematic review of qualitative studies. The Latin American and Caribbean Health Sciences Literature, Medical Literature Analysis and Retrieval System Online, Excerpta Medica Database, Web of Science, and SciVerse Scopus databases were searched for relevant studies without language or date restrictions. The search and data analysis were performed by independent reviewers; all qualitative studies that reported the factors that had an impact on the HRQoL of patients with Chagas disease were included. The risk of bias was assessed using the Critical Appraisal Skills Program Qualitative Study Checklist; confidence in the evidence was evaluated using the Grading of Recommendations Assessment, Development and Evaluation-Confidence in the Evidence from Reviews of Qualitative approach. Five studies were included in this review: four in Brazil and one in California,unitedstates, with immigrants from Central and South America. The sample consisted of 207 patients with chronic Chagas disease. Stigma, physical limitations, work absenteeism, emotional or mental aspects, fear of treatment, and fear of the future had the strongest impact on the HRQoL. All items showed moderate confidence except for fear of treatment (low confidence). The physical, emotional, mental, and cultural aspects affected the HRQoL of patients with chronic Chagas disease. Identification of these factors is important in the development of strategies aimed at improving the HRQoL of this population."
"Identification of the parasite, Trypanosoma cruzi, in multiple tissues of epidemiological significance in the Virginia opossum (Didelphis virginiana): Implications for environmental and vertical transmission routes.","Torhorst, C. W., Z. S. White, C. R. Bhosale, N. L. Beatty and S. M. Wisely.",https://bibtri.cepave.edu.ar/download.php?id=19190,2022,"Background Trypanosoma cruzi, a parasitic protozoan, is endemic to the Americas and the causative agent of Chagas disease in humans. In South America, opossums facilitate transmission via infected anal gland secretions in addition to transmission via triatomine vectors. In North America, the Virginia opossum is a reservoir host for the parasite with transmission routes that are not clearly defined. The unique biology of this marsupial provides the opportunity to investigate vertical transmission in this wildlife species in situ. Our objectives were to investigate alternative routes of transmission that may facilitate spillover into other species and to determine if vertical transmission was evident. Methodology/Principal findings Virginia opossums were sampled at 10 trapping locations over a 10-month period in a 5- county region of north central Florida. Peripheral blood, fecal swabs, and anal gland secretions were collected from each adult individual, and peripheral blood was collected from joey opossums. Total DNA was extracted from each collected sample type, and T. cruzi infected individuals and the infecting Discrete Typing Unit (DTU) were identified using real time PCR methods. Adult Virginia opossums (n = 112) were infected with T. cruzi (51.8%, 95% CI [42.6–60.8%]) throughout the sampled period and at each location. T. cruzi DNA was found in each of the three biological sample types. Vertical transmission of T. cruzi was inferred in one litter of mother-dependent (n = 20, 5.0%, 95% CI [0.9–23.6%]) joey opossums where 2 joeys from this same litter were rtPCR positive for T. cruzi. Conclusions/Significance We inferred vertical transmission from mother to neonate which may serve to amplify the prevalence of T. cruzi in adult Virginia opossums. T. cruzi DNA was detected in the anal gland secretions of Virginia opossums. Infected anal gland secretions suggest a possible environmental route of transmission for T. cruzi via the deposition of contaminated feces and spraint at wildlife latrines. Only DTU1 was identified in the sampled population which is consistent with human autochthonous cases in theunitedstates."
"Phenology and environmental predictors of Triatoma sanguisuga dispersal in east-central Texas, United States.","Fimbres-Macias, J. P., T. A. Harris, S. A. Hamer and G. L. Hamer.",https://bibtri.cepave.edu.ar/download.php?id=19245,2023,"Of 11 triatomine species in theunitedstates(US), Triatoma sanguisuga has the widest distribution across a 23- state region encompassing the southeastern US. This species consistently feeds on humans and dogs and has a high infection prevalence with the Chagas parasite Trypanosoma cruzi, with over 30–60% of adults infected. Little is known about the phenology and environmental predictors of dispersal activity of Triatoma sanguisuga. Using manual searches standardized by effort, we sampled kissing bugs in east central Texas, US every other night from June to November 2020 to determine their phenology and environmental predictors of activity. We found 176 triatomines alive, all of which were T. sanguisuga, with peak collections in early August and cessation of activity by late October; the phenology as determined by this active surveillance matched what has been reported using a passive community science approach. Using a negative binomial regression, we found temperature to have a positive correlation with T. sanguisuga dispersal activity, while wind speed had a significant negative correlation. We identified increased collections during sampling sessions with precipitation during the preceding 22 h. Further, wind from the southwest - the direction of most of the sylvatic habitat in the study area - was correlated with an increased dispersal activity, suggesting wind-facilitated dispersal. Given concerns for human and animal Chagas disease within the distribution of T. sanguisuga, vector control strategies can be adapted based on the factors influencing dispersal behavior."
"Prevalence of Trypanosoma cruzi, the Etiologic Agent of Chagas Disease, Infection in Texas Skunks (Mammalia: Mephitidae).","Gulas-Wroblewski, B. E., Gorchakov, R. Viktorovich, R. B. Kairis, R. C. Dowler and K. O. Murray.",https://bibtri.cepave.edu.ar/download.php?id=19252,2023,"Chagas disease is one of the world’s most neglected tropical diseases, infecting over six million people across the Americas. The hemoparasite Trypanosoma cruzi is the etiological agent for the disease, circulating in domestic, peridomestic, and sylvatic transmission cycles that are maintained by triatomine vectors and a diversity of wild and synanthropic hosts. Public health and wildlife management interventions targeting the interruption of T. cruzi transmission rely on an understanding of the dynamics driving the ecology of this zoonotic pathogen. One wildlife host that purportedly plays a role in the transmission of Chagas disease within the southernunitedstatesis the striped skunk (Mephitis mephitis), though infection prevalence in this species is poorly understood. To this end, we conducted a PCR-based surveillance of T. cruzi in 235 wild skunks, representing four species, across 76 counties and ten ecoregions in Texas, USA, along with an evaluation of risk factors associated with infection. We recovered an overall T. cruzi prevalence of 17.9% for all mephitid taxa aggregated, ranging between 6.7% for plains spotted skunks (Spilogale putorius interrupta) and 42.9% for western spotted skunks (S. gracilis). We report the first cases of T. cruzi infection in plains spotted and American hog-nosed skunks (Conepatus leuconotus), of important note for conservation medicine since populations of both species are declining within Texas. Although not statistically significant, we also detected trends for juveniles to exhibit greater infection risk than adults and for differential sex biases in T. cruzi prevalence between taxa, which align with variations in species-specific seasonal activity patterns. No geographic or taxonomic risk factors were identified. Our study contributes key data for population viability analyses and epidemiologic models in addition to providing a baseline for future T. cruzi surveillance among skunks and other wildlife species."
Protozoal meningoencephalitis and myelitis in 4 dogs associated with Trypanosoma cruzi infection.,"Landsgaard, K. A., S. M. Milliron, M. Faccin, C. A. Broughton, L. D. Auckland, J. F. Edwards, S. A. Hamer and M. E. Hensel.",https://bibtri.cepave.edu.ar/download.php?id=19256,2023,"American trypanosomiasis is caused by the zoonotic protozoa Trypanosoma cruzi and primarily results in heart disease. Organisms also infect the central nervous system (CNS). The Texas A&M University veterinary teaching hospital archive was searched for dogs with CNS disease with intralesional protozoal amastigotes. This study summarizes 4 cases of dogs with disseminated trypanosomiasis and CNS involvement confirmed by quantitative polymerase chain reaction (qPCR) with T. cruzi primers. Clinical signs included lethargy, respiratory distress, tetraparesis, and seizures. Central nervous system lesions included meningeal congestion (1/4), necrosis with hemorrhage in the spinal cord gray and white matter (2/4), and histiocytic meningoencephalitis (4/4), and meningomyelitis (2/4) with intralesional and intracellular protozoal. Genotyping identified 1 case of T. cruzi discrete typing unit (DTU) TcI and 2 cases as TcIV, both are common variants in theunitedstates. Trypanosomiasis should be considered a differential diagnosis for dogs with CNS signs in T. cruzi-endemic areas."
Successful ablation of ventricular tachycardia in a patient with Chagas disease using ethanol ablation in the coronary venous system: A case report.,"Flautt, T. and M. Valderrabano.",https://bibtri.cepave.edu.ar/download.php?id=19281,2023,"Chronic Chagas disease can cause many cardiac arrhythmias, including sinus node dysfunction, interventricular conduction delays, high-degreeAVblocks, and VT. Chagas cardiomyopathy should be considered in the differential diagnosis of nonischemic VT in theunitedstates. The treatment of VT in these patients is commonly in the basal, inferolateral aspect of the LV, often requiring epicardial access. Ethanol ablation via the coronary venous anatomy can offer electrophysiologists another option in their armamentarium of treatments against VT."
"Sustained monomorphic ventricular tachycardia as the presenting sign of Chagas cardiomyopathy in a low prevalence setting, diagnosis and management challenges. A case report.","Amin, D. R., S. Behan, M. Pengshung, A. Khanna, W. S. Tzou, N. Mantini, A. F. Henao-Martinez , A. Tumolo and D. W. Groves.",https://bibtri.cepave.edu.ar/download.php?id=19282,2022,"Approximately 300,000 people in theunitedstatesare estimated to have Chagas’ disease, with cardiac manifestations including arrhythmias occurring in 20%–30% of patients. We report a patient diagnosed with Chagas’ cardiomyopathy after presenting in ventricular tachycardia. This patient was asymptomatic before her presentation with recurrent episodes of ventricular tachycardia, which motivated us to screen her since she was an immigrant from an endemic Chagas region. This manuscript highlights some of the characteristic cardiac magnetic resonance imaging (MRI) and electrophysiology findings present in patients with Chagas’ cardiomyopathy. We also detail the management of patients with Chagas’ cardiomyopathy who have suffered from ventricular tachycardia."
The United States Food and Drug Administration (FDA) regulatory response to combat neglected tropical diseases (NTDs): A review.,"Mukherjee, S.",https://bibtri.cepave.edu.ar/download.php?id=19309,2023,"AThUe:aPvlaeialasebciloitnyfiarmndthaactaclelhsesaibdiilnitgyleovfeslasaferearenpdreesfefenctetidvceordrreucgtlsy,:vaccines, and diagnostics are essential to reducing the immense global burden of neglected tropical diseases (NTDs). National regulatory authorities, such as theunitedstatesFood and Drug Administration (FDA), play an essential role in this effort to ensure access to safe and effective medical products by working within a set of legal frameworks and regulatory functions. However, medical product development for NTDs remains neglected, as combating NTDs is not a viable commercial market for pharmaceutical companies. To spur research and development (R&D) of NTD products, the US government has authorized various programs and policies to engage pharmaceutical companies, many of which provide FDA with the legal authority to implement NTD programs and pathways. Thus, this review provides a clear overview of the various regulatory pathways and programs employed by the FDA to increase the availability of NTD drugs, vaccines, and diagnostics. The review assesses the available information on various regulatory considerations and their impact on NTD product development as a first step in estimating the importance of such programs. Next, findings related to currently approved NTD products through these programs are discussed. Lastly, gaps in NTD R&D are identified and suggestions on how to address these are presented. The available data shows that while such incentive programs are factored into companies’ decisions to pursue NTD R&D, approved products for NTDs remains vastly insufficient. Most approved products that utilize these NTD regulatory pathways and programs are overwhelmingly for tuberculosis and malaria—both of which are not considered NTDs by the World Health Organization (WHO). Dedicated efforts are needed to facilitate and accelerate NTD product including employing multiple incentive programs, regular assessment of such programs, and leveraging on public–private partnerships."
Exclusion of Horizontal and Vertical Transmission as Major Sources of Trypanosoma cruzi Infections in a Breeding Colony of Rhesus Macaques (Macaca mulatta).,"Kiehl, W. M., C. L. Hodo, G. L. Hamer, S. A Hamer and G. K. Wilkerson.",https://bibtri.cepave.edu.ar/download.php?id=19349,2023,"The vector-borne protozoal parasite Trypanosoma cruzi causes Chagas disease in humans and animals. This parasite is endemic to the southernunitedstateswhere outdoor-housed NHP at biomedical facilities are at risk of infection. In addition to the direct morbidity caused by T. cruzi, infected animals are of limited biomedical research use because infections can produce confounding pathophysiologic changes even in animals with no clinical disease. In part due to concerns for direct T. cruzi transmission between animals, infected NHP at some institutions have been culled, removed, or otherwise isolated from uninfected animal populations. However, data that document horizontal or vertical transmission in captive NHP in theunitedstatesare not available. To evaluate the potential for inter-animal transmission and to identify environmental factors that affect the distribution of new infections in NHPs, we conducted a retrospective epidemiologic study of a rhesus macaque (Macaca mulatta) breeding colony in south Texas. We used archived biologic samples and husbandry records to identify the time and location of macaque seroconversion. These data were used to perform a spatial analysis of how geographic location and animal associations affected the spread of disease and to infer the importance of horizontal or vertical routes of transmission. The majority of T. cruzi infections were spatially clustered, suggesting that environmental factors promoted vector exposure in various areas of the facility. Although we cannot not rule out horizontal transmission, our data suggest that horizontal transmission was not a critical route for spread for the disease. Vertical transmission was not a contributing factor in this colony. In conclusion, our findings suggest that local triatome vectors were the major source of T. cruzi infections in captive macaques in our colony. Therefore, limiting contact with vectors, rather than segregation of infected macaques, is a key strategy for disease prevention at institutions that house macaques outdoors in the southernunitedstates."
Comparative proteomic analysis of the hemolymph and salivary glands of Rhodnius prolixus and R. colombiensis reveals candidates associated with differential lytic activity against Trypanosoma cruzi I and T. cruzi II.,"Barbosa, H. J., Y. Suárez Quevedo, A. Meneses Torres, G. A. Gaitán Veloza, J. C. Carranza Martínez, D. A. Urrea-Montes, C. Robello-Porto and G. A. Vallejo.",https://bibtri.cepave.edu.ar/download.php?id=19370,2023,"Background Immune response of triatomines plays an important role in the success or failure of transmission of T. cruzi. Studies on parasite–vector interaction have shown the presence of trypanolytic factors and have been observed to be differentially expressed among triatomines, which affects the transmission of some T. cruzi strains or DTUs (Discrete Typing Units).  Methodology/Principal Findings Trypanolytic factors were detected in the hemolymph and saliva of R. prolixus against epimastigotes and trypomastigotes of T. cruzi II. To identify the components of the immune response that could be involved in this lytic activity, a comparative proteomic analysis was carried out, detecting 120 proteins in the hemolymph of R. prolixus and 107 in R. colombiensis. In salivary glands, 1103 proteins were detected in R. prolixus and 853 in R. colombiensis. A higher relative abundance of lysozyme, prolixin, nitrophorins, and serpin as immune response proteins was detected in the hemolymph of R. prolixus. Among the R. prolixus salivary proteins, a higher relative abundance of nitrophorins, lipocalins, and triabins was detected. The higher relative abundance of these immune factors in R. prolixus supports their participation in the lytic activity on T. cruzi II, but not on T. cruzi I, which is resistant to lysis by hemolymph and salivary proteins of R. prolixus due to mechanisms of evading oxidative stress caused by immune factors.  Conclusions/Significance T. cruzi I is a DTU distributed from the southernunitedstatesto the center of Chile and Argentina, and its successful spread across this range could be related to resistance to oxidative stress in vectors. Future proteomic and transcriptomic studies on vectors and the interactions of the intestinal microbiota with parasites will help to confirm the determinants of successful or failed vector transmission of T. cruzi DTUs in different parts of the Western Hemisphere."
Characterization of Latin American migrants at risk for Trypanosoma cruzi infection in a non-endemic setting. Insights into initial evaluation of cardiac and digestive. involvement.,"Laynez-Roldán, P., I. Losada-Galván, E. Posada, L. de la Torre Avila, A. Casellas, S. Sanz, C. Subira, N. Rodriguez-Valero, D. Camprubí-Ferrer, I. Vera, M. Roldán, E. Aldasoro, I. Oliveira-Souto, A. Calvo-Cano, M.-E. Valls, M. J. Álvarez-Martínez, M. Gallego, A. Abras, C. Ballart, J. Muñoz, J. Gascón and M.-J. Pinazo.",https://bibtri.cepave.edu.ar/download.php?id=19399,2023,"Background Trypanosoma cruzi causes Chagas disease (CD), a potentially fatal disease characterized by cardiac disorders and digestive, neurological or mixed alterations. T. cruzi is transmitted to humans by the bite of triatomine vectors; both the parasite and disease are endemic in Latin America and theunitedstates. In the last decades, population migration has changed the classic epidemiology of T. cruzi, contributing to its global spread to traditionally nonendemic countries. Screening is recommended for Latin American populations residing in non-endemic countries. Methods The present study analyzes the epidemiological characteristics of 2,820 Latin American individuals who attended the International Health Service (IHS) of the Hospital Clinic de Barcelona between 2002 and 2019. The initial assessment of organ damage among positive cases of T. cruzi infection was analyzed, including the results of electrocardiogram (ECG), echocardiogram, barium enema and esophagogram. Results Among all the screened individuals attending the clinic, 2,441 (86.6%) were born in Bolivia and 1,993 (70.7%) were female. Of individuals, 1,517 (81.5%) reported previous exposure to the vector, which is a strong risk factor associated with T. cruzi infection; 1,382 individuals were positive for T. cruzi infection. The first evaluation of individuals with confirmed T. cruzi infection, showed 148 (17.1%) individuals with Chagasic cardiomyopathy, the main diagnostic method being an ECG and the right bundle branch block (RBBB) for the most frequent disorder; 16 (10.8%) individuals had a normal ECG and were diagnosed of Chagasic cardiomyopathy by echocardiogram. Conclusions We still observe many Latin American individuals who were at risk of T. cruzi infection in highly endemic areas in their countries of origin, and who have not been previously tested for T. cruzi infection. In fact, even in Spain, a country with one of the highest proportion of diagnosis of Latin American populations, T. cruzi infection remains underdiagnosed. The screening of Latin American populations presenting with a similar profile as reported here should be promoted. ECG is considered necessary to assess Chagasic cardiomyopathy in positive individuals, but echocardiograms should also be considered as a diagnostic approach given that it can detect cardiac abnormalities when the ECG is normal."
Trypanosoma cruzi infection in mammals in Florida: New insight into the transmission of T. cruzi in the southeastern United States.,"Torhorst, C. W., K. J. Ledger, Z. S. White, M. P. Milleson, C. C. Corral, N. L. Beatty and S. M. Wisely.",https://bibtri.cepave.edu.ar/download.php?id=19463,2023,"In Latin America, synanthropic mammalian reservoirs maintain Trypanosoma cruzi, a parasitic protozoan, where they facilitate the transmission of the parasite to humans and other reservoir hosts in peridomestic settings. In theunitedstates, raccoons (Procyon lotor) and Virginia opossums (Didelphis virginiana) are known synanthropic T. cruzi reservoir hosts; however, the role these species have in the peridomestic transmission cycle in the US is not well understood. This study aimed to identify the suite of mammalian reservoirs of T. cruzi in Florida. We also compared infection prevalence in raccoon populations sampled from within and outside of the estimated distribution of the common T. cruzi vector in Florida to gain insight into how the arthropod vector distribution impacts the distribution of infected reservoirs in the state. Finally, to investigate the impact of peridomestic landscapes on parasite prevalence, we compared the prevalence of T. cruzi-infected raccoons and opossums across five paired peridomestic and sylvatic sites. We live-trapped and collected peripheral blood samples from 135 raccoons, 112 opossums, 18 nine-banded armadillos (Dasypus novemcinctus), and nine species of rodents in north central Florida. Using quantitative PCR methods, we found that raccoons (42.2%, 95% CI [34.2–50.7%]) and opossums (50.9%, 95% CI [41.8–60.0%]) were infected with T. cruzi and the prevalence across habitats was similar for both raccoons (peridomestic: n = 77, 44.2%, 95% CI [33.6–55.3%], sylvatic: n = 58, 39.7%, 95% CI [28.1–52.5%]) and opossums (peridomestic: n = 66, 48.5%, 95% CI [36.8–60.3%], sylvatic: n = 46, 54.3%, 95% CI [40.2–67.8%]). Raccoons sampled outside the estimated distribution of Triatoma sanguisuga were not infected with T. cruzi (n = 73, 0.0%, 95% CI [0.0–5.0%]). Our study did not indicate that peridomestic habitats in Florida maintained a higher infection prevalence than their sylvatic counterparts; however, we did find a difference in prevalence within vs. outside the estimated vector distribution in Florida."
"Updated estimates and mapping for prevalence of Chagas disease among adults, United States.","Irish, A., J. D. Whitman, E. H. Clark, R. Marcus and C. Bern.",https://bibtri.cepave.edu.ar/download.php?id=19559,2022,"We combined American Community Survey data with age-specific Trypanosoma cruzi prevalence derived from US surveys and World Health Organization reports to yield estimates of Chagas disease in theunitedstates, which we mapped at the local level. In addition, we used blood donor data to estimate the relative prevalence of autochthonous T. cruzi infection. Our estimates indicate that 288,000 infected persons, including 57,000 Chagas cardiomyopathy patients and 43,000 infected reproductive- age women, currently live in theunitedstates; 22– 108 congenital infections occur annually. We estimated 10,000 prevalent cases of locally acquired T. cruzi infection. Mapping shows marked geographic heterogeneity of T. cruzi prevalence and illness. Reliable demographic and geographic data are key to guiding prevention and management of Chagas disease. Population-based surveys in high prevalence areas could improve the evidence base for future estimates. Knowledge of the demographics and geographic distribution of affected persons may aid practitioners in recognizing Chagas disease."
Chagas Disease Diagnostic Practices at Four Major Hospital Systems in California and Texas.,"Kelly, E. A., J. I. Echeverri Alegre, K. Promer, J. Hayon, R. Iordanov, K. Rangwalla, J. J. Zhang, Z. Fang, C. Huang, C. E. Bittencourt, S. Reed, R. M. Andrade, C. Bern, E. H. Clark and J. D. Whitman.",https://bibtri.cepave.edu.ar/download.php?id=19622,2023,"Background Chagas disease (CD) is a parasitic disease that affects 300 000 people living in theunitedstates. CD leads to cardiac and/or gastrointestinal disease in up to 30% of untreated people. However, end-organ damage can be prevented with early diagnosis and antiparasitic therapy.  Methods We reviewed electronic health records of patients who underwent testing for CD at four hospital systems in California and Texas between 2016 and 2020. Descriptive analyses were performed as a needs assessment for improving CD diagnosis.  Results In total, 470 patients were tested for CD. Cardiac indications made up more than half (60%) of all testing, and the most frequently cited cardiac condition was heart failure. Fewer than 1% of tests were ordered by obstetric and gynecologic services. Fewer than half (47%) of patients had confirmatory testing performed at the Centers for Disease Control and Prevention.  Discussion Four major hospitals systems in California and Texas demonstrated low overall rates of CD diagnostic testing, testing primarily among older patients with end-organ damage, and incomplete confirmatory testing. This suggests missed opportunities to diagnose CD in at-risk individuals early in the course of infection when antiparasitic treatment can reduce the risk of disease progression and prevent vertical transmission."
Assessment of Community Awareness and Screening of Chagas Disease in the Latin American Community of Greater New Orleans.,"Herrera, C., K. J. Bernabé, E. Dumonteil, J. DeCuir, J. M. Thompson, M. Avendano, W. Tu, M. M. Leonhardt, B. A. Northland, J. Frederick, B. Prieto, A. Paternina-Caicedo, E. Ortega, M. Fonseca, M. Hincapie and M. Echeverri.",https://bibtri.cepave.edu.ar/download.php?id=19873,2023,"Chagas disease is a public health problem in the Americas, from the southernunitedstates(USA) to Argentina. In the USA, less than 1% of domestic cases have been identified and less than 0.3% of total cases have received treatment. Little is known about affected immigrant Latin American communities. A prospective study was conducted to assess knowledge about Chagas disease among the Latin American community living in the Greater New Orleans area. Participants answered a baseline questionnaire, viewed a short educational video presentation, completed a post-presentation questionnaire, and were screened with an FDA-approved blood rapid diagnostic test (RDT). A total of 154 participants from 18 Latin American countries (n = 138) and the USA (n = 16) were enrolled and screened for Trypanosoma cruzi infection. At baseline, 57% of the participants knew that Chagas disease is transmitted through an insect vector, and 26% recognized images of the vector. Following the administration of an educational intervention, the participants’ knowledge regarding vector transmission increased to 91% and 35% of participants were able to successfully identify images of the vector. Five participants screened positive for T. cruzi infection, indicating a 3.24% [95%CI: 1.1–7.5%] prevalence of Trypanosoma cruzi infection within the Latin American community of the New Orleans area. Results highlight the urgent need for improving access to education and diagnostics of Chagas disease."
The distribution of triatomine (Hemiptera: Reduviidae) vectors of Trypanosoma cruzi (Kinetoplastida: Trypanosomatidae) in Illinois and Missouri: historical records and specimen submissions from community science programs.,"Santos, E. M., C. D. Santanello, R. Curtis-Robles, K. Killets, G. Lawrence, J. Sevenshadows, M. J. Mahoney, M. Baker and S. A. Hamer.",https://bibtri.cepave.edu.ar/download.php?id=19902,2023,"Triatomine species (kissing bugs) infected with Trypanosoma cruzi are found across the southernunitedstates. The northern limits of Trypanosoma cruzi infected kissing bugs are less understood. The objective of this work was to describe the locations of kissing bugs from Illinois and Missouri based on historical records, submissions to Texas A&M University’s (TAMU) Kissing Bug Community Science Program and the Centers for Disease Control and Prevention (CDC), and records from online platforms (iNaturalist, BugGuide, and GBIF) up to and including 2022. A total of 228 records were discovered, including 186 from historical or observation platforms and 42 specimens submitted to TAMU or CDC. Species included Triatoma sanguisuga (221 total records, 9 nymphs) and Triatoma lecticularia (7 records). Notably, nearly all (24/26) records submitted to TAMU were collected indoors. Twelve of the 30 (40%) specimens tested were positive for the presence of T. cruzi, including parasite discrete taxonomic units TcI and TcIV. One triatomine sample had been found in a bed feeding on the submitter; this bug was positive for T. cruzi and had evidence of human blood in its gut. Records suggest a ubiquitous distribution in Missouri and potentially to the northernmost border in Illinois. Further investigations into triatomine distribution and infection status are needed withinstatesassumed to be northern limits in order to create public health and veterinary health messaging and baseline distributional maps from which to measure future range shifts in relation to a changing climate."
"Chagas Disease: A Review of Vector-Borne Transmission by Triatomine Bugs (Hemiptera, Reduviidae, Triatominae).","Eutsey, B. R., C. J. Jack, S. A. Whitehead and E. A. Buckner.",https://bibtri.cepave.edu.ar/download.php?id=20242,2023,"Chagas disease, also known as American trypanosomiasis, is a potentially fatal, chronic disease caused by infection with Trypanosoma cruzi, a protozoan parasite. Chagas disease is recognized by the World Health Organization as one of the most neglected tropical diseases with 6–8 million cases and 50,000 resulting deaths per year (Rassi et al. 2010; WHO 2022). Humans and animals usually become infected with T. cruzi after being bitten by triatomine bugs, T. cruzi insect vectors that are often referred to as kissing or conenose bugs (Figure 1). Triatomine bugs infected with T. cruzi are only found in the Americas. Chagas disease cases caused by triatomine bug transmission generally occur in Mexico, Central America, and South America. However, this disease is becoming more recognized in non-endemic areas, such as theunitedstates, due to the migration of asymptomatic infected people to these areas (CDC 2022a). Currently, approximately 300,000 people are infected with Chagas disease in theunitedstates, with 18,000 of these individuals in Florida (Bern and Montgomery 2009; Levesque 2021; Irish et al. 2022). Additionally, approximately 75 suspected or confirmed human Chagas disease cases resulting from local transmission via triatomines were documented in theunitedstatesfrom 2000 to 2018 (Lynn et al. 2020). However, more research is needed to understand the true risk of transmission in areas of theunitedstateswhere triatomines are present. Awareness of Chagas disease and its vectors, transmission routes, symptoms, diagnoses, and treatments is critical in endemic and non-endemic areas of the world to ensure that Chagas disease cases are detected and treated early (Ramsey and Schofield 2003; Forsyth et al. 2022). This publication is intended for anyone interested in learning more about vector-borne transmission of T. cruzi and Chagas disease."
"Evaluation of InBios Chagas Detect Fast, a novel enzyme-linked immunosorbent assay for the detection of anti-Trypanosoma cruzi antibodies.","Moser, M. S., C. J. Fleischmann, E. A. Kelly, R. L. Townsend, S. L. Stramer, C. Bern and J. D. Whitman.",https://bibtri.cepave.edu.ar/download.php?id=20290,2023,"Previously, we reported the test performance of U.S. Food and Drug Administrative (FDA)-cleared and next-generation CD serology tests (6, 9). This evaluation adds data for the novel CDF ELISA (research use only) demonstrating high negative and positive agreement (.98%) with results from U.S. blood donor testing algorithms (7). Reactivity differences by region of birth are less pronounced for this assay than for previously evaluated kits. Our data suggest that the CDF ELISA could provide an attractive additional option for CD testing in theunitedstatesif validated as a laboratory developed test or pursued for FDA clearance."
Non-Endemic Chagas Cardiomyopathy.,"Gorantla, A., M. Ramirez, A. Kishore, S. Sivakumar, N. Horton, A. Sultana, Z. Magdolen, B. Nigussie and A. S. Budzikowski.",https://bibtri.cepave.edu.ar/download.php?id=20352,2023,"Background: Chagas disease (CD) is the most common cause of non-ischemic cardiomyopathy in Latin America. It is a progressive myocarditis with features of biventricular dysfunction, ventricular arrhythmias and thromboembolic complications. Data suggests that patients with acute Chagas disease can proceed to chronic Chagas cardiomyopathy without an intervening indeterminate phase. The objective of this paper is to describe a case where acute chagas disease progressed to chagas cardiomyopathy over 4 months in a young woman who visited the Bahamas, which has not been reported before. Case: Our patient is a 25-year-old woman who presented with shortness of breath and decreased exercise tolerance over the past 3 months. She visited the Bahamas 4 months ago during which she had multiple insect bites. Her vital signs were normal temperature, blood pressure of 153/101mmHg, HR of 97 and O2 saturation 100% on RA. Physical exam was positive for crackles and bilateral lower extremity edema. pro-BNP 459. Other labs sent included Trypanosoma cruzi IgG antibodies, HIV, SPEP. EKG showed with sinus rhythm without ischemic changes. Chest x-ray cardiomegaly. Patient received IV diuresis with furosemide and started on guideline directed medical treatment for new onset CHF. Transthoracic echocardiogram (TTE) showed severely decreased EF of 20-25%, mildly dilated left ventricle with eccentric LVH and trivial pericardial effusion. Follow up labs demonstrated elevated Trypanosoma cruzi IgG antibodies 1.8 (ref range: <1). She was discharged with cardiology and infectious disease outpatient follow up. Decision-making: The specific differential characteristics of Chagas cardiomyopathy (CCM) can be overlooked as it is a rare entity in theunitedstates. Conclusion: Recognizing non endemic cases and educating the patients to get screened is important as treatment with anti-trypanosomal drugs during the acute or early chronic phase can potentially cure Chagas disease and prevent heart failure and other sequelae of advanced CCM."
